时间,电导1,电导2,电导3
1628,71,225,392
1629,71,224,392
1630,71,224,395
1631,71,224,394
1632,70,224,394
1633,70,223,390
1634,70,222,390
1635,70,222,389
1636,70,221,392
1637,70,221,392
1638,70,221,390
1639,70,220,391
1640,70,220,391
1641,70,220,387
1642,70,219,389
1643,69,219,389
1644,69,219,390
1645,69,218,390
1646,69,218,390
1647,69,218,388
1648,69,218,387
1649,68,217,387
1650,68,217,386
1651,68,216,386
1652,68,216,385
1653,68,216,385
1654,68,215,385
1655,68,215,384
1656,68,215,382
1657,68,215,382
1658,67,215,382
1659,67,214,383
1660,67,214,383
1661,67,214,383
1662,67,213,382
1663,67,212,382
1664,66,212,381
1665,66,212,380
1666,67,211,380
1667,67,211,380
1668,66,211,380
1669,66,211,379
1670,66,211,379
1671,66,210,379
1672,66,210,378
1673,66,210,378
1674,65,209,378
1675,65,209,378
1676,65,209,376
1677,65,208,376
1678,64,208,376
1679,64,207,376
1680,64,207,376
1681,64,207,375
1682,64,207,375
1683,64,206,375
1684,64,206,374
1685,63,206,374
1686,63,206,374
1687,63,205,373
1688,63,204,373
1689,63,204,372
1690,63,204,373
1691,63,203,373
1692,62,203,372
1693,62,203,372
1694,62,202,372
1695,62,202,370
1696,62,202,368
1697,62,201,368
1698,61,201,368
1699,61,200,370
1700,61,200,370
1701,61,200,370
1702,61,199,370
1703,61,199,370
1704,61,198,369
1705,60,198,369
1706,60,198,367
1707,60,198,365
1708,60,197,365
1709,60,197,363
1710,60,197,362
1711,59,196,362
1712,59,196,362
1713,59,196,363
1714,59,195,363
1715,59,195,362
1716,59,194,360
1717,59,194,360
1718,59,194,361
1719,59,193,360
1720,58,193,360
1721,58,193,360
1722,58,192,360
1723,58,192,361
1724,58,192,361
1725,58,191,361
1726,57,191,360
1727,57,191,360
1728,57,190,360
1729,57,190,357
1730,57,190,358
1731,57,189,358
1732,56,189,357
1733,56,188,356
1734,56,188,356
1735,56,188,355
1736,56,187,354
1737,56,187,354
1738,55,187,354
1739,55,186,354
1740,55,186,354
1741,55,186,352
1742,55,186,352
1743,55,186,352
1744,55,185,351
1745,55,184,351
1746,54,184,350
1747,54,184,351
1748,54,183,351
1749,54,183,350
1750,54,183,349
1751,54,183,349
1752,53,183,348
1753,53,182,347
1754,54,182,347
1755,53,182,347
1756,53,181,346
1757,53,181,346
1758,53,181,346
1759,53,180,345
1760,53,180,345
1761,53,179,345
1762,53,179,345
1763,52,179,344
1764,52,179,344
1765,52,178,344
1766,52,178,344
1767,52,178,342
1768,52,177,342
1769,51,177,341
1770,51,177,342
1771,51,176,342
1772,51,176,342
1773,51,176,340
1774,51,176,340
1775,51,176,340
1776,51,175,339
1777,50,175,339
1778,50,175,338
1779,50,174,339
1780,50,174,339
1781,50,173,337
1782,50,173,337
1783,50,173,337
1784,50,173,336
1785,50,172,336
1786,50,172,335
1787,50,171,335
1788,49,171,335
1789,49,171,335
1790,49,171,334
1791,49,170,334
1792,49,170,333
1793,49,170,333
1794,49,169,333
1795,48,169,332
1796,48,169,331
1797,48,168,331
1798,48,168,331
1799,48,168,331
1800,49,168,330
1801,49,167,329
1802,48,167,329
1803,48,167,330
1804,48,167,329
1805,48,167,329
1806,47,167,327
1807,47,166,327
1808,47,165,327
1809,47,165,327
1810,47,165,327
1811,46,164,327
1812,46,164,327
1813,46,163,328
1814,46,163,328
1815,46,163,327
1816,46,163,327
1817,45,163,326
1818,45,162,322
1819,45,162,322
1820,45,162,324
1821,45,161,322
1822,45,161,322
1823,45,161,323
1824,45,160,322
1825,45,159,322
1826,45,159,320
1827,45,159,320
1828,44,158,320
1829,44,158,320
1830,44,158,319
1831,44,157,319
1832,44,157,317
1833,44,157,318
1834,44,156,318
1835,43,156,317
1836,43,155,317
1837,43,155,316
1838,43,155,315
1839,43,154,315
1840,43,154,315
1841,43,154,314
1842,43,153,314
1843,42,153,313
1844,42,153,312
1845,42,153,312
1846,42,153,312
1847,42,152,311
1848,42,151,311
1849,42,151,310
1850,42,151,309
1851,41,150,309
1852,41,150,309
1853,41,150,309
1854,41,150,308
1855,41,150,307
1856,41,149,307
1857,41,149,306
1858,41,148,306
1859,41,148,306
1860,41,148,305
1861,41,148,304
1862,40,147,304
1863,40,147,304
1864,40,146,304
1865,40,146,304
1866,40,146,304
1867,40,145,302
1868,40,145,302
1869,40,145,301
1870,40,145,302
1871,39,144,302
1872,39,144,301
1873,39,144,299
1874,39,144,299
1875,39,143,299
1876,39,142,299
1877,38,142,298
1878,38,142,297
1879,39,142,297
1880,38,142,297
1881,38,141,296
1882,38,141,296
1883,38,141,296
1884,38,140,295
1885,38,140,295
1886,38,140,294
1887,38,139,293
1888,37,139,293
1889,37,139,292
1890,37,138,292
1891,37,138,292
1892,37,138,291
1893,37,138,291
1894,37,138,291
1895,37,137,291
1896,37,137,291
1897,37,137,290
1898,37,137,288
1899,37,136,288
1900,37,136,287
1901,37,135,287
1902,36,135,287
1903,35,135,286
1904,35,135,285
1905,35,134,285
1906,35,134,285
1907,36,134,285
1908,36,134,285
1909,36,133,284
1910,36,133,284
1911,36,133,283
1912,36,133,283
1913,35,132,283
1914,35,132,283
1915,35,132,282
1916,34,131,282
1917,34,131,281
1918,34,131,281
1919,34,130,281
1920,34,130,280
1921,34,130,279
1922,34,130,279
1923,34,130,279
1924,34,129,279
1925,34,129,278
1926,34,129,277
1927,34,128,277
1928,34,128,277
1929,34,128,277
1930,33,128,277
1931,33,128,275
1932,33,127,276
1933,33,127,276
1934,33,127,275
1935,33,126,274
1936,33,126,274
1937,33,126,273
1938,33,125,273
1939,33,125,273
1940,33,125,272
1941,32,125,272
1942,32,125,272
1943,32,124,271
1944,32,124,271
1945,32,124,270
1946,32,124,270
1947,32,124,270
1948,32,124,269
1949,32,123,268
1950,32,123,268
1951,32,123,268
1952,32,122,267
1953,31,122,267
1954,31,122,267
1955,32,122,267
1956,31,122,266
1957,31,121,265
1958,32,121,265
1959,32,121,264
1960,32,121,265
1961,31,120,265
1962,31,120,264
1963,31,120,262
1964,31,119,262
1965,31,119,261
1966,31,119,261
1967,31,119,261
1968,30,119,261
1969,30,118,261
1970,30,118,261
1971,30,118,261
1972,30,117,261
1973,30,117,261
1974,30,117,259
1975,30,117,259
1976,30,117,258
1977,30,116,258
1978,30,116,258
1979,30,116,258
1980,30,115,257
1981,30,115,257
1982,30,115,256
1983,30,115,256
1984,30,114,256
1985,29,114,255
1986,29,114,254
1987,29,114,254
1988,29,114,254
1989,29,113,253
1990,29,113,253
1991,29,113,253
1992,29,112,253
1993,29,112,252
1994,29,113,252
1995,29,113,252
1996,28,113,251
1997,28,112,250
1998,29,111,250
1999,28,111,250
2000,28,111,250
2001,28,110,250
2002,28,110,249
2003,28,110,248
2004,28,110,248
2005,28,110,248
2006,28,110,248
2007,27,109,248
2008,27,109,247
2009,27,109,247
2010,27,109,247
2011,27,109,246
2012,27,108,246
2013,27,108,245
2014,27,108,245
2015,27,108,245
2016,27,108,244
2017,27,107,244
2018,27,107,244
2019,27,107,244
2020,27,106,242
2021,27,106,242
2022,27,106,242
2023,27,106,241
2024,27,106,241
2025,26,106,241
2026,26,105,241
2027,26,105,241
2028,26,105,240
2029,26,105,240
2030,26,105,239
2031,26,104,239
2032,26,104,239
2033,26,104,238
2034,26,104,237
2035,26,103,237
2036,26,103,237
2037,26,103,237
2038,25,103,237
2039,25,103,236
2040,25,102,235
2041,26,102,235
2042,26,102,235
2043,26,102,235
2044,25,101,235
2045,26,101,233
2046,26,101,232
2047,25,101,232
2048,25,101,232
2049,25,100,232
2050,25,100,231
2051,25,100,231
2052,25,100,231
2053,25,100,231
2054,25,100,231
2055,25,99,231
2056,25,99,229
2057,25,99,228
2058,24,99,228
2059,24,99,228
2060,24,98,228
2061,24,98,228
2062,24,98,228
2063,24,98,228
2064,24,97,228
2065,24,97,228
2066,24,97,228
2067,24,97,228
2068,24,97,228
2069,24,96,228
2070,23,96,225
2071,23,96,225
2072,24,96,225
2073,24,96,224
2074,24,96,225
2075,23,96,225
2076,23,96,223
2077,23,95,221
2078,23,95,221
2079,23,95,221
2080,23,94,221
2081,23,94,221
2082,23,94,220
2083,23,94,220
2084,23,94,221
2085,23,94,221
2086,23,94,221
2087,23,94,220
2088,23,93,219
2089,22,93,219
2090,22,93,219
2091,22,93,218
2092,22,93,218
2093,22,93,218
2094,22,92,217
2095,22,92,217
2096,22,92,217
2097,22,92,217
2098,22,92,217
2099,22,92,216
2100,22,91,216
2101,22,91,216
2102,22,91,215
2103,22,91,215
2104,22,91,215
2105,22,90,214
2106,21,90,214
2107,22,90,213
2108,22,90,213
2109,22,90,213
2110,22,90,212
2111,22,89,212
2112,21,89,212
2113,21,89,212
2114,21,89,211
2115,21,89,211
2116,22,89,211
2117,22,88,211
2118,21,88,211
2119,21,88,210
2120,21,88,210
2121,21,88,210
2122,21,88,209
2123,21,87,209
2124,21,87,209
2125,21,87,208
2126,21,87,208
2127,21,87,208
2128,21,87,208
2129,21,87,208
2130,20,87,207
2131,20,86,206
2132,20,86,206
2133,20,86,205
2134,20,86,206
2135,20,85,206
2136,20,85,205
2137,20,85,204
2138,20,85,204
2139,20,85,205
2140,20,85,205
2141,20,85,204
2142,20,84,202
2143,20,84,202
2144,19,84,202
2145,19,84,201
2146,20,84,201
2147,20,84,200
2148,20,84,200
2149,20,83,200
2150,20,83,199
2151,20,83,199
2152,19,83,199
2153,20,83,199
2154,20,83,200
2155,19,83,200
2156,19,83,200
2157,19,82,200
2158,19,82,201
2159,19,82,200
2160,19,82,200
2161,19,82,198
2162,19,82,196
2163,19,82,196
2164,19,82,196
2165,19,81,195
2166,19,81,195
2167,19,81,195
2168,19,81,194
2169,18,80,194
2170,19,80,194
2171,19,80,196
2172,19,80,196
2173,19,80,196
2174,19,80,196
2175,19,80,196
2176,19,80,193
2177,19,80,192
2178,19,80,192
2179,19,80,192
2180,19,79,193
2181,19,79,193
2182,18,79,194
2183,18,79,194
2184,18,79,194
2185,19,79,193
2186,19,78,192
2187,18,78,192
2188,18,78,191
2189,18,78,190
2190,18,78,190
2191,18,78,189
2192,18,78,188
2193,18,77,188
2194,18,77,188
2195,18,77,188
2196,18,77,189
2197,18,77,190
2198,18,77,190
2199,18,77,190
2200,18,77,189
2201,18,76,189
2202,18,76,187
2203,18,76,186
2204,17,76,186
2205,17,76,185
2206,17,76,184
2207,17,75,184
2208,17,75,184
2209,17,75,183
2210,17,75,183
2211,17,75,183
2212,17,75,183
2213,17,75,184
2214,17,74,185
2215,17,75,185
2216,17,75,184
2217,17,74,182
2218,17,74,182
2219,17,74,183
2220,17,74,184
2221,17,73,184
2222,17,73,182
2223,17,73,182
2224,17,73,182
2225,17,73,182
2226,17,73,181
2227,17,73,181
2228,17,73,181
2229,17,72,181
2230,16,72,181
2231,16,72,179
2232,16,72,179
2233,16,72,178
2234,16,72,178
2235,16,71,178
2236,16,71,178
2237,16,71,178
2238,16,71,178
2239,16,71,179
2240,16,71,178
2241,16,71,178
2242,16,71,177
2243,16,70,177
2244,16,70,177
2245,16,70,176
2246,16,70,176
2247,16,70,177
2248,16,70,175
2249,16,70,175
2250,16,70,174
2251,16,70,174
2252,16,70,174
2253,16,70,174
2254,16,69,174
2255,16,69,174
2256,16,69,174
2257,16,68,173
2258,15,68,173
2259,15,68,173
2260,15,68,172
2261,15,68,172
2262,15,68,172
2263,15,68,171
2264,15,68,171
2265,15,68,171
2266,15,67,171
2267,15,67,171
2268,15,67,170
2269,15,67,170
2270,15,67,170
2271,15,67,169
2272,15,67,169
2273,15,67,169
2274,15,67,169
2275,15,67,169
2276,15,67,168
2277,15,66,168
2278,14,66,168
2279,14,66,167
2280,14,66,167
2281,14,66,167
2282,15,66,166
2283,15,65,166
2284,15,65,166
2285,15,66,166
2286,15,66,166
2287,14,66,165
2288,14,65,166
2289,14,65,166
2290,14,65,164
2291,14,64,165
2292,14,64,165
2293,15,64,164
2294,15,64,164
2295,14,64,164
2296,14,64,163
2297,14,64,163
2298,14,63,163
2299,14,63,162
2300,14,63,162
2301,14,63,162
2302,14,63,162
2303,14,63,162
2304,14,63,160
2305,14,63,161
2306,14,63,161
2307,14,63,161
2308,14,62,160
2309,14,62,160
2310,14,62,160
2311,14,62,159
2312,13,62,159
2313,13,62,159
2314,13,62,159
2315,13,62,159
2316,14,62,158
2317,14,62,158
2318,13,62,158
2319,13,62,158
2320,13,61,158
2321,13,61,157
2322,13,61,157
2323,13,61,157
2324,13,61,157
2325,13,61,156
2326,13,61,156
2327,13,61,156
2328,13,61,155
2329,13,60,155
2330,13,60,155
2331,13,60,155
2332,13,60,155
2333,13,60,155
2334,13,60,155
2335,13,60,155
2336,13,60,155
2337,13,60,154
2338,13,59,153
2339,13,59,153
2340,13,59,153
2341,13,59,153
2342,13,59,153
2343,13,59,152
2344,13,59,152
2345,13,59,152
2346,13,59,151
2347,13,59,151
2348,13,59,151
2349,13,58,151
2350,13,58,151
2351,12,58,150
2352,12,58,150
2353,12,58,150
2354,12,58,150
2355,12,58,150
2356,12,58,149
2357,12,58,149
2358,12,57,149
2359,12,57,149
2360,12,57,149
2361,12,57,149
2362,12,57,147
2363,12,57,148
2364,12,57,148
2365,12,57,148
2366,12,57,148
2367,12,57,148
2368,12,57,148
2369,12,57,148
2370,12,56,148
2371,12,56,146
2372,12,56,145
2373,12,56,145
2374,12,56,146
2375,12,56,146
2376,12,56,145
2377,12,56,145
2378,12,55,145
2379,12,55,145
2380,12,55,146
2381,12,55,146
2382,12,55,146
2383,12,55,144
2384,12,55,144
2385,12,55,142
2386,12,55,143
2387,12,55,143
2388,12,55,143
2389,12,55,142
2390,12,54,142
2391,12,54,142
2392,12,54,142
2393,12,54,142
2394,12,54,143
2395,12,54,143
2396,12,54,142
2397,12,54,141
2398,12,54,141
2399,11,54,140
2400,11,53,140
2401,12,54,140
2402,11,54,140
2403,11,53,139
2404,11,53,139
2405,11,53,139
2406,11,53,139
2407,11,53,139
2408,11,53,138
2409,11,53,138
2410,11,53,138
2411,11,53,138
2412,11,52,138
2413,11,52,138
2414,11,52,137
2415,11,52,137
2416,11,52,137
2417,11,52,137
2418,11,52,137
2419,11,52,137
2420,11,52,136
2421,11,52,136
2422,11,52,136
2423,11,52,136
2424,11,51,136
2425,11,51,135
2426,11,51,135
2427,11,51,135
2428,11,51,135
2429,11,51,135
2430,11,51,134
2431,11,51,133
2432,11,51,133
2433,10,51,134
2434,10,50,134
2435,10,51,134
2436,10,51,133
2437,10,50,131
2438,10,50,131
2439,10,50,131
2440,10,50,132
2441,11,50,132
2442,11,50,132
2443,11,50,131
2444,11,50,131
2445,11,50,130
2446,11,50,130
2447,10,50,129
2448,10,49,129
2449,11,49,129
2450,11,49,129
2451,11,49,130
2452,10,49,130
2453,10,49,131
2454,10,49,131
2455,10,49,131
2456,10,49,130
2457,10,49,128
2458,10,49,128
2459,10,49,127
2460,10,48,128
2461,10,49,128
2462,10,49,129
2463,10,48,129
2464,10,48,129
2465,10,48,128
2466,10,48,128
2467,10,48,126
2468,10,48,126
2469,10,48,126
2470,10,48,128
2471,10,48,128
2472,10,48,128
2473,10,48,128
2474,10,48,127
2475,10,47,127
2476,10,47,127
2477,10,47,125
2478,10,47,125
2479,10,47,123
2480,10,47,123
2481,10,47,123
2482,10,47,125
2483,10,47,125
2484,10,47,125
2485,10,47,124
2486,10,47,124
2487,9,47,123
2488,9,46,124
2489,10,46,124
2490,10,46,123
2491,10,46,123
2492,10,46,123
2493,9,46,123
2494,9,46,122
2495,10,46,122
2496,9,46,121
2497,9,46,122
2498,10,46,122
2499,9,46,122
2500,9,46,122
2501,10,45,122
2502,9,45,122
2503,9,45,121
2504,10,45,121
2505,10,45,120
2506,9,45,120
2507,9,45,120
2508,9,45,119
2509,9,45,119
2510,9,45,120
2511,9,45,119
2512,9,45,119
2513,9,45,119
2514,9,44,119
2515,9,44,118
2516,9,45,119
2517,9,44,119
2518,9,44,119
2519,9,44,118
2520,9,45,118
2521,9,45,118
2522,9,44,117
2523,9,44,117
2524,9,44,117
2525,9,44,117
2526,9,44,117
2527,9,44,117
2528,9,43,117
2529,9,43,116
2530,9,43,116
2531,9,44,116
2532,9,44,116
2533,9,43,116
2534,9,43,116
2535,9,43,116
2536,9,43,116
2537,9,43,116
2538,8,43,115
2539,8,43,114
2540,9,43,114
2541,9,43,115
2542,9,43,115
2543,9,43,114
2544,9,43,114
2545,9,42,114
2546,9,42,115
2547,9,42,114
2548,8,42,114
2549,8,42,113
2550,8,42,113
2551,8,42,113
2552,8,42,113
2553,8,42,112
2554,8,42,112
2555,8,42,113
2556,8,42,113
2557,8,42,113
2558,8,42,112
2559,8,42,111
2560,9,41,111
2561,9,41,110
2562,9,42,110
2563,9,42,110
2564,9,42,111
2565,8,41,111
2566,9,41,111
2567,9,41,111
2568,8,41,111
2569,8,41,111
2570,8,41,110
2571,8,41,110
2572,8,41,110
2573,8,41,109
2574,8,41,109
2575,8,41,109
2576,8,41,108
2577,8,41,108
2578,8,41,107
2579,8,41,107
2580,8,41,107
2581,8,40,108
2582,8,40,108
2583,8,40,109
2584,8,40,109
2585,8,40,109
2586,8,40,109
2587,8,41,109
2588,8,40,109
2589,8,40,108
2590,8,40,106
2591,8,40,106
2592,8,40,106
2593,8,39,106
2594,8,39,106
2595,8,39,105
2596,8,39,105
2597,8,39,105
2598,8,39,106
2599,8,39,106
2600,8,39,107
2601,8,39,106
2602,8,39,106
2603,8,39,106
2604,8,39,105
2605,8,39,105
2606,8,39,105
2607,8,39,105
2608,8,39,105
2609,8,39,104
2610,8,39,104
2611,7,39,105
2612,7,39,105
2613,8,39,105
2614,7,39,104
2615,7,38,103
2616,8,38,103
2617,8,38,104
2618,8,38,104
2619,8,39,104
2620,8,39,102
2621,8,38,103
2622,7,38,103
2623,7,38,103
2624,7,38,103
2625,8,38,102
2626,8,38,102
2627,7,38,102
2628,8,38,103
2629,8,38,103
2630,8,38,103
2631,8,38,103
2632,8,38,103
2633,7,38,103
2634,7,38,102
2635,7,38,100
2636,7,37,100
2637,7,37,100
2638,7,37,99
2639,7,37,99
2640,7,37,100
2641,7,37,100
2642,7,37,101
2643,7,37,99
2644,7,37,99
2645,7,37,100
2646,7,37,100
2647,7,37,100
2648,7,37,99
2649,7,37,100
2650,7,37,100
2651,7,37,100
2652,7,37,99
2653,8,37,99
2654,8,37,99
2655,7,36,99
2656,7,36,99
2657,7,36,99
2658,7,36,99
2659,7,36,98
2660,7,36,98
2661,7,36,98
2662,7,36,98
2663,7,36,98
2664,7,36,98
2665,7,36,97
2666,7,36,97
2667,7,36,97
2668,7,36,97
2669,7,36,97
2670,7,36,97
2671,7,36,96
2672,7,36,96
2673,7,36,96
2674,7,36,96
2675,7,36,96
2676,7,36,96
2677,7,35,96
2678,7,35,96
2679,7,35,95
2680,7,35,95
2681,7,35,95
2682,7,35,96
2683,7,35,95
2684,7,35,95
2685,7,35,94
2686,6,35,94
2687,7,35,94
2688,7,35,94
2689,6,35,94
2690,7,35,93
2691,7,35,94
2692,7,35,94
2693,7,35,95
2694,7,35,93
2695,7,35,93
2696,7,35,94
2697,7,35,93
2698,7,34,93
2699,7,34,93
2700,7,35,93
2701,7,35,94
2702,7,34,92
2703,6,34,92
2704,6,34,91
2705,6,34,93
2706,6,34,93
2707,6,34,91
2708,6,34,91
2709,6,34,91
2710,6,34,92
2711,6,34,93
2712,6,34,93
2713,6,34,92
2714,6,34,91
2715,7,34,91
2716,7,34,90
2717,6,33,90
2718,6,33,91
2719,6,34,91
2720,6,34,91
2721,6,34,90
2722,6,34,90
2723,6,33,90
2724,6,33,91
2725,6,33,90
2726,6,33,90
2727,6,33,89
2728,6,33,88
2729,6,33,88
2730,6,33,90
2731,6,33,90
2732,7,33,90
2733,7,33,89
2734,7,33,89
2735,7,33,88
2736,7,33,89
2737,7,33,89
2738,6,33,89
2739,6,33,88
2740,6,33,88
2741,6,33,87
2742,6,33,86
2743,6,32,86
2744,6,32,87
2745,6,33,88
2746,6,33,88
2747,6,32,88
2748,7,32,88
2749,7,32,88
2750,7,32,88
2751,6,32,88
2752,7,32,87
2753,7,32,85
2754,6,32,85
2755,6,32,87
2756,6,32,88
2757,6,32,88
2758,6,32,88
2759,6,32,88
2760,6,32,87
2761,6,32,85
2762,6,32,85
2763,6,32,84
2764,6,31,85
2765,6,31,85
2766,6,31,86
2767,6,31,86
2768,6,31,86
2769,6,31,85
2770,6,31,84
2771,6,31,84
2772,6,31,84
2773,6,31,84
2774,6,31,83
2775,6,31,84
2776,6,31,84
2777,6,31,85
2778,6,31,85
2779,6,31,85
2780,6,31,84
2781,6,31,84
2782,6,31,84
2783,6,31,83
2784,6,31,82
2785,6,31,82
2786,6,31,82
2787,6,31,82
2788,6,31,82
2789,6,30,82
2790,6,30,82
2791,6,30,83
2792,6,31,83
2793,6,31,83
2794,6,31,83
2795,6,31,82
2796,6,30,82
2797,6,30,82
2798,6,30,81
2799,6,30,81
2800,5,30,81
2801,5,30,82
2802,6,30,82
2803,6,30,82
2804,5,30,82
2805,5,30,81
2806,5,30,81
2807,6,30,81
2808,6,30,81
2809,6,30,80
2810,6,30,80
2811,5,30,81
2812,5,30,80
2813,6,30,80
2814,6,30,80
2815,6,30,80
2816,6,30,80
2817,6,30,79
2818,6,29,79
2819,6,29,79
2820,6,29,79
2821,6,29,79
2822,6,29,79
2823,6,29,79
2824,6,29,79
2825,6,29,80
2826,6,29,79
2827,6,29,79
2828,6,29,78
2829,6,29,78
2830,5,29,78
2831,5,29,79
2832,5,29,79
2833,5,29,78
2834,5,29,78
2835,6,29,78
2836,6,29,78
2837,6,29,77
2838,6,29,77
2839,6,29,78
2840,6,29,77
2841,5,29,77
2842,5,29,77
2843,5,29,77
2844,5,28,77
2845,5,28,76
2846,5,28,76
2847,5,28,76
2848,5,29,76
2849,6,29,76
2850,6,29,77
2851,6,28,76
2852,6,28,76
2853,6,28,76
2854,6,29,76
2855,6,28,76
2856,6,28,76
2857,6,28,75
2858,5,28,75
2859,5,28,75
2860,5,28,75
2861,5,28,75
2862,5,28,75
2863,5,28,75
2864,5,28,75
2865,5,28,75
2866,5,28,75
2867,5,28,75
2868,5,28,75
2869,5,28,75
2870,5,28,74
2871,5,28,75
2872,5,28,75
2873,5,28,74
2874,5,28,74
2875,5,28,74
2876,5,28,74
2877,5,27,73
2878,5,27,73
2879,5,27,74
2880,5,27,74
2881,5,27,73
2882,5,27,73
2883,5,27,73
2884,5,27,73
2885,5,27,73
2886,5,27,73
2887,5,27,73
2888,5,27,73
2889,5,27,73
2890,5,27,73
2891,5,27,72
2892,5,27,72
2893,5,27,72
2894,5,27,72
2895,5,27,72
2896,5,27,72
2897,5,27,72
2898,5,27,72
2899,5,27,73
2900,5,27,73
2901,5,27,73
2902,5,26,72
2903,5,26,72
2904,5,26,71
2905,5,27,71
2906,5,27,71
2907,5,27,71
2908,5,26,71
2909,5,26,71
2910,5,26,70
2911,5,26,70
2912,5,26,69
2913,5,26,70
2914,5,26,70
2915,5,26,71
2916,5,26,71
2917,5,26,71
2918,5,26,71
2919,5,26,71
2920,5,26,71
2921,5,26,70
2922,5,26,70
2923,5,26,68
2924,5,26,69
2925,5,26,69
2926,4,26,69
2927,4,26,69
2928,5,26,69
2929,5,26,68
2930,5,26,68
2931,5,26,68
2932,5,26,69
2933,5,26,67
2934,5,26,67
2935,5,26,68
2936,5,26,68
2937,5,26,68
2938,5,26,67
2939,5,26,67
2940,5,25,68
2941,5,26,68
2942,4,26,67
2943,4,25,67
2944,5,25,67
2945,5,25,67
2946,5,25,67
2947,5,25,67
2948,5,25,67
2949,5,25,67
2950,5,25,67
2951,5,25,67
2952,5,25,67
2953,5,25,67
2954,5,25,66
2955,5,25,66
2956,5,25,66
2957,5,25,66
2958,4,25,66
2959,4,25,66
2960,4,25,66
2961,5,25,66
2962,4,25,65
2963,4,25,65
2964,5,25,65
2965,5,25,65
2966,5,25,66
2967,5,25,66
2968,5,25,65
2969,5,25,65
2970,5,25,65
2971,5,25,65
2972,5,25,65
2973,5,25,64
2974,5,24,65
2975,5,25,65
2976,5,25,64
2977,5,25,64
2978,5,24,64
2979,5,24,64
2980,5,24,64
2981,4,24,64
2982,5,24,64
2983,5,24,64
2984,5,24,64
2985,5,24,64
2986,4,24,64
2987,4,24,64
2988,4,24,63
2989,4,24,63
2990,5,24,63
2991,5,24,63
2992,5,24,63
2993,4,24,63
2994,4,24,63
2995,4,24,63
2996,5,24,63
2997,5,24,63
2998,5,24,63
2999,5,24,63
3000,4,24,63
3001,4,24,63
3002,4,24,63
3003,4,24,63
3004,4,24,63
3005,4,24,63
3006,4,24,63
3007,4,24,62
3008,4,23,61
3009,4,24,61
3010,4,24,60
3011,4,24,60
3012,4,24,60
3013,4,23,60
3014,4,23,60
3015,4,23,60
3016,4,24,60
3017,4,23,60
3018,4,23,60
3019,4,23,60
3020,5,23,60
3021,4,23,60
3022,4,23,59
3023,4,23,59
3024,4,23,61
3025,4,23,61
3026,4,23,62
3027,4,23,61
3028,4,23,61
3029,4,23,59
3030,4,23,59
3031,4,23,59
3032,4,23,60
3033,4,23,61
3034,4,23,61
3035,4,23,59
3036,4,23,60
3037,4,23,60
3038,4,23,59
3039,4,23,59
3040,4,23,60
3041,4,23,60
3042,4,23,60
3043,5,23,60
3044,5,23,60
3045,4,23,60
3046,4,23,59
3047,4,23,59
3048,4,23,59
3049,4,23,59
3050,4,22,59
3051,4,23,59
3052,5,23,59
3053,5,22,59
3054,4,22,59
3055,4,23,58
3056,4,23,58
3057,4,23,59
3058,4,23,59
3059,4,23,59
3060,4,23,58
3061,4,23,58
3062,4,22,58
3063,4,22,58
3064,4,22,58
3065,4,22,58
3066,4,22,58
3067,5,22,58
3068,4,22,58
3069,4,22,58
3070,4,22,58
3071,4,22,57
3072,4,22,57
3073,4,22,57
3074,4,22,57
3075,4,22,57
3076,4,22,57
3077,4,22,57
3078,4,22,57
3079,4,22,57
3080,4,22,57
3081,4,22,57
3082,4,22,57
3083,4,22,57
3084,4,22,57
3085,4,22,57
3086,4,22,56
3087,4,22,56
3088,4,22,56
3089,4,22,57
3090,4,22,57
3091,4,22,56
3092,4,22,57
3093,4,22,57
3094,4,22,56
3095,4,22,56
3096,4,22,56
3097,4,22,57
3098,4,22,55
3099,4,22,55
3100,4,22,55
3101,4,22,55
3102,4,22,56
3103,4,21,55
3104,4,21,55
3105,4,21,54
3106,4,21,55
3107,4,21,55
3108,4,21,56
3109,4,21,56
3110,4,21,56
3111,4,21,56
3112,4,21,56
3113,4,21,56
3114,4,22,55
3115,4,21,55
3116,4,21,54
3117,4,21,54
3118,4,21,54
3119,4,21,54
3120,4,21,54
3121,4,21,54
3122,4,21,54
3123,4,21,54
3124,4,21,54
3125,4,21,53
3126,4,21,53
3127,4,21,53
3128,4,21,53
3129,4,21,53
3130,4,21,54
3131,4,21,54
3132,4,21,54
3133,4,21,54
3134,4,21,54
3135,4,21,54
3136,4,21,53
3137,4,21,53
3138,4,21,53
3139,4,21,53
3140,4,21,53
3141,4,21,52
3142,4,21,52
3143,4,21,52
3144,4,21,53
3145,4,21,53
3146,4,21,53
3147,4,21,52
3148,4,21,52
3149,4,21,52
3150,4,21,53
3151,4,21,52
3152,4,21,52
3153,4,21,52
3154,4,21,52
3155,4,21,53
3156,4,21,51
3157,4,20,51
3158,4,20,52
3159,4,21,52
3160,4,21,52
3161,4,21,52
3162,4,21,51
3163,4,20,51
3164,4,20,50
3165,4,20,51
3166,4,20,51
3167,4,20,51
3168,4,21,51
3169,4,21,51
3170,4,20,50
3171,4,20,50
3172,4,20,51
3173,4,20,51
3174,4,20,51
3175,4,20,51
3176,4,20,50
3177,4,20,50
3178,4,20,50
3179,4,20,51
3180,4,20,51
